Date,T2M,PRECTOTCORR,WS2M,RH2M,ALLSKY_SFC_SW_DWN
1983-01-01,20.58,2.43,0.82,71.81,-999.0
1983-01-02,20.17,1.21,1.36,79.77,-999.0
1983-01-03,19.24,1.33,0.91,79.7,-999.0
1983-01-04,19.39,4.37,1.28,81.99,-999.0
1983-01-05,20.25,1.77,0.6,77.42,-999.0
1983-01-06,20.42,1.02,0.97,78.98,-999.0
1983-01-07,19.33,0.57,1.34,82.75,-999.0
1983-01-08,19.46,0.43,1.4,77.95,-999.0
1983-01-09,20.37,0.25,1.3,78.39,-999.0
1983-01-10,20.69,0.1,1.16,77.97,-999.0
1983-01-11,20.8,0.27,1.47,77.45,-999.0
1983-01-12,20.37,0.83,1.55,78.39,-999.0
1983-01-13,20.27,1.29,1.17,78.44,-999.0
1983-01-14,20.57,0.44,1.41,76.02,-999.0
1983-01-15,20.89,0.55,1.57,77.15,-999.0
1983-01-16,21.35,0.36,1.13,77.16,-999.0
1983-01-17,20.76,0.71,0.85,77.85,-999.0
1983-01-18,21.41,0.3,1.08,73.71,-999.0
1983-01-19,21.81,0.12,0.98,75.66,-999.0
1983-01-20,21.75,0.96,1.09,79.58,-999.0
1983-01-21,21.05,0.96,1.77,75.95,-999.0
1983-01-22,20.45,2.46,1.11,79.86,-999.0
1983-01-23,21.15,1.13,1.11,76.85,-999.0
1983-01-24,20.43,1.58,1.09,79.12,-999.0
1983-01-25,20.1,4.45,0.7,82.78,-999.0
1983-01-26,20.81,2.81,0.94,79.78,-999.0
1983-01-27,21.8,0.93,0.99,75.76,-999.0
1983-01-28,21.25,0.93,0.77,78.77,-999.0
1983-01-29,21.17,0.91,1.24,77.39,-999.0
1983-01-30,21.45,0.26,1.36,75.02,-999.0
1983-01-31,21.23,0.37,1.29,75.68,-999.0
1983-02-01,21.58,0.94,1.27,75.12,-999.0
1983-02-02,21.64,0.27,1.02,75.69,-999.0
1983-02-03,21.78,0.44,1.42,77.51,-999.0
1983-02-04,22.08,0.79,1.21,76.47,-999.0
1983-02-05,20.59,0.98,1.1,81.06,-999.0
1983-02-06,20.57,2.13,1.23,80.5,-999.0
1983-02-07,21.16,1.29,1.17,76.87,-999.0
1983-02-08,21.46,1.7,1.45,76.97,-999.0
1983-02-09,22.1,0.09,1.5,69.24,-999.0
1983-02-10,23.26,0.01,1.24,62.31,-999.0
1983-02-11,22.91,2.11,0.69,67.85,-999.0
1983-02-12,20.14,7.42,0.87,85.05,-999.0
1983-02-13,19.68,3.42,1.15,79.47,-999.0
1983-02-14,21.9,1.71,0.84,66.01,-999.0
1983-02-15,21.04,2.9,0.65,74.13,-999.0
1983-02-16,20.21,6.6,1.23,77.9,-999.0
1983-02-17,21.84,2.78,0.83,69.18,-999.0
1983-02-18,20.3,7.28,1.06,78.99,-999.0
1983-02-19,20.36,2.24,1.56,80.65,-999.0
1983-02-20,21.31,0.02,0.97,76.63,-999.0
1983-02-21,20.38,0.0,1.38,77.53,-999.0
1983-02-22,21.28,0.0,1.09,73.96,-999.0
1983-02-23,22.53,0.0,1.27,69.36,-999.0
1983-02-24,22.75,0.0,1.37,68.07,-999.0
1983-02-25,23.25,0.17,1.43,66.13,-999.0
1983-02-26,23.0,0.09,1.18,66.75,-999.0
1983-02-27,23.4,0.06,1.04,64.38,-999.0
1983-02-28,23.43,0.27,1.29,65.45,-999.0
1983-03-01,21.15,1.2,1.12,76.07,-999.0
1983-03-02,21.15,1.5,1.09,76.54,-999.0
1983-03-03,21.96,1.36,1.42,70.3,-999.0
1983-03-04,22.73,1.82,1.42,68.56,-999.0
1983-03-05,23.4,1.19,1.35,66.29,-999.0
1983-03-06,23.27,0.96,1.24,65.5,-999.0
1983-03-07,23.43,0.53,1.34,63.36,-999.0
1983-03-08,22.93,0.08,1.08,67.67,-999.0
1983-03-09,20.72,0.95,0.86,77.54,-999.0
1983-03-10,21.92,0.75,1.08,72.57,-999.0
1983-03-11,21.95,0.97,1.42,73.39,-999.0
1983-03-12,22.19,2.16,1.32,72.61,-999.0
1983-03-13,21.7,2.7,1.29,75.24,-999.0
1983-03-14,21.55,6.03,1.13,78.25,-999.0
1983-03-15,21.2,2.88,1.16,77.33,-999.0
1983-03-16,21.88,2.87,0.82,75.51,-999.0
1983-03-17,21.43,3.6,0.63,76.41,-999.0
1983-03-18,20.53,2.79,0.84,77.16,-999.0
1983-03-19,21.04,3.25,1.44,78.69,-999.0
1983-03-20,21.47,3.65,1.7,75.48,-999.0
1983-03-21,21.68,3.44,1.68,71.75,-999.0
1983-03-22,22.06,1.59,1.92,73.09,-999.0
1983-03-23,21.33,1.99,1.03,77.43,-999.0
1983-03-24,21.33,2.42,1.01,77.08,-999.0
1983-03-25,20.24,5.12,0.97,83.08,-999.0
1983-03-26,21.28,3.43,1.2,75.7,-999.0
1983-03-27,19.44,13.57,1.79,89.35,-999.0
1983-03-28,19.75,8.7,1.47,87.96,-999.0
1983-03-29,20.41,11.28,1.25,80.39,-999.0
1983-03-30,20.64,10.93,1.05,81.74,-999.0
1983-03-31,20.55,4.05,1.45,80.28,-999.0
1983-04-01,20.66,1.13,1.24,79.96,-999.0
1983-04-02,20.51,2.75,1.47,79.06,-999.0
1983-04-03,20.92,0.75,1.71,75.06,-999.0
1983-04-04,21.03,1.71,1.37,76.13,-999.0
1983-04-05,19.99,3.49,1.13,82.02,-999.0
1983-04-06,20.58,9.67,1.56,80.3,-999.0
1983-04-07,20.69,5.24,1.72,78.71,-999.0
1983-04-08,20.55,4.86,1.99,77.6,-999.0
1983-04-09,20.2,6.58,1.93,77.1,-999.0
1983-04-10,20.43,3.6,1.95,76.29,-999.0
1983-04-11,21.07,1.14,1.62,74.04,-999.0
1983-04-12,21.15,1.38,1.46,72.94,-999.0
1983-04-13,20.81,4.88,1.67,79.51,-999.0
1983-04-14,21.17,6.91,1.63,78.87,-999.0
1983-04-15,20.77,8.59,1.7,80.06,-999.0
1983-04-16,20.1,6.12,1.66,81.9,-999.0
1983-04-17,20.26,8.27,1.53,81.3,-999.0
1983-04-18,19.83,10.07,1.27,84.33,-999.0
1983-04-19,20.47,6.2,1.17,82.58,-999.0
1983-04-20,21.11,6.78,1.54,79.05,-999.0
1983-04-21,20.17,2.71,1.46,80.26,-999.0
1983-04-22,19.79,3.96,1.26,82.5,-999.0
1983-04-23,20.1,2.48,1.22,84.04,-999.0
1983-04-24,18.53,5.36,1.27,91.37,-999.0
1983-04-25,19.28,5.1,1.47,85.19,-999.0
1983-04-26,18.96,10.52,1.19,87.69,-999.0
1983-04-27,20.11,10.79,0.85,81.82,-999.0
1983-04-28,19.41,15.95,0.52,87.33,-999.0
1983-04-29,19.49,13.96,1.47,88.0,-999.0
1983-04-30,19.35,11.12,1.75,86.93,-999.0
1983-05-01,19.62,6.87,1.81,86.03,-999.0
1983-05-02,19.52,5.09,1.65,84.58,-999.0
1983-05-03,19.08,3.88,1.4,87.24,-999.0
1983-05-04,19.42,2.21,1.58,82.05,-999.0
1983-05-05,19.13,2.46,1.67,82.09,-999.0
1983-05-06,19.08,2.78,1.52,85.47,-999.0
1983-05-07,19.17,9.49,1.47,83.88,-999.0
1983-05-08,19.5,5.62,1.79,83.17,-999.0
1983-05-09,19.39,1.23,1.73,81.68,-999.0
1983-05-10,19.49,6.52,1.97,82.55,-999.0
1983-05-11,19.61,15.56,1.86,85.16,-999.0
1983-05-12,19.3,3.41,2.46,82.02,-999.0
1983-05-13,18.87,0.19,2.37,79.05,-999.0
1983-05-14,18.93,0.49,2.33,79.56,-999.0
1983-05-15,19.52,0.0,1.9,76.56,-999.0
1983-05-16,19.55,0.0,1.92,72.45,-999.0
1983-05-17,18.73,0.35,1.88,74.67,-999.0
1983-05-18,19.66,0.24,2.03,76.2,-999.0
1983-05-19,19.42,0.05,1.73,74.44,-999.0
1983-05-20,20.1,0.02,1.68,72.48,-999.0
1983-05-21,20.23,0.4,1.78,74.1,-999.0
1983-05-22,19.72,6.97,1.77,80.62,-999.0
1983-05-23,19.78,14.39,1.51,82.58,-999.0
1983-05-24,19.99,3.56,1.55,82.99,-999.0
1983-05-25,19.51,9.67,1.25,87.29,-999.0
1983-05-26,18.65,0.37,1.32,84.82,-999.0
1983-05-27,19.74,0.01,1.73,78.57,-999.0
1983-05-28,20.21,0.0,1.7,76.21,-999.0
1983-05-29,20.26,0.24,1.41,76.54,-999.0
1983-05-30,20.69,1.09,1.62,74.77,-999.0
1983-05-31,20.34,0.0,1.97,73.44,-999.0
1983-06-01,20.0,0.0,2.28,70.28,-999.0
1983-06-02,19.63,0.0,2.16,70.79,-999.0
1983-06-03,19.49,0.0,1.98,74.14,-999.0
1983-06-04,20.17,0.0,2.32,72.61,-999.0
1983-06-05,18.55,7.34,1.84,76.25,-999.0
1983-06-06,18.45,6.01,1.83,78.94,-999.0
1983-06-07,18.99,0.7,2.06,77.72,-999.0
1983-06-08,18.84,0.0,2.03,73.87,-999.0
1983-06-09,18.85,0.0,1.97,72.63,-999.0
1983-06-10,19.45,0.0,1.93,72.57,-999.0
1983-06-11,19.32,0.04,2.14,71.86,-999.0
1983-06-12,19.15,0.09,1.89,73.14,-999.0
1983-06-13,19.44,0.07,1.72,72.89,-999.0
1983-06-14,20.09,0.07,1.76,68.7,-999.0
1983-06-15,19.5,0.03,1.7,69.3,-999.0
1983-06-16,19.56,0.03,2.01,66.47,-999.0
1983-06-17,19.43,0.01,1.98,65.22,-999.0
1983-06-18,19.66,0.01,1.94,70.01,-999.0
1983-06-19,19.73,0.23,1.64,72.81,-999.0
1983-06-20,18.89,0.29,1.61,76.17,-999.0
1983-06-21,18.94,0.73,1.63,74.65,-999.0
1983-06-22,18.54,0.6,1.58,74.58,-999.0
1983-06-23,19.15,0.19,1.48,69.52,-999.0
1983-06-24,19.2,1.42,1.54,72.98,-999.0
1983-06-25,19.15,0.69,1.76,74.71,-999.0
1983-06-26,19.53,0.2,1.85,71.26,-999.0
1983-06-27,18.58,0.0,1.86,67.37,-999.0
1983-06-28,18.1,0.01,1.92,62.27,-999.0
1983-06-29,18.51,0.03,1.86,63.48,-999.0
1983-06-30,18.96,5.65,2.16,70.54,-999.0
1983-07-01,18.69,5.62,2.46,73.81,-999.0
1983-07-02,18.4,3.78,2.37,71.49,-999.0
1983-07-03,18.83,2.43,2.06,71.54,-999.0
1983-07-04,19.46,1.15,2.15,69.97,-999.0
1983-07-05,19.32,0.02,2.2,69.54,-999.0
1983-07-06,19.39,0.01,2.15,66.41,-999.0
1983-07-07,18.49,0.01,2.31,64.67,-999.0
1983-07-08,18.42,0.01,2.29,65.48,-999.0
1983-07-09,18.88,0.0,2.2,66.04,-999.0
1983-07-10,19.25,0.38,1.87,65.27,-999.0
1983-07-11,19.79,0.65,1.74,68.16,-999.0
1983-07-12,19.93,0.07,2.16,67.95,-999.0
1983-07-13,20.32,0.3,2.24,66.63,-999.0
1983-07-14,20.6,0.01,1.92,65.71,-999.0
1983-07-15,20.09,0.63,1.99,68.37,-999.0
1983-07-16,19.61,2.09,1.94,72.23,-999.0
1983-07-17,19.46,0.05,2.03,69.88,-999.0
1983-07-18,19.33,0.01,2.09,65.5,-999.0
1983-07-19,18.39,0.44,2.41,65.32,-999.0
1983-07-20,18.02,0.0,2.24,61.47,-999.0
1983-07-21,18.68,0.0,2.0,57.24,-999.0
1983-07-22,19.53,0.01,1.95,54.97,-999.0
1983-07-23,19.17,0.0,2.2,54.86,-999.0
1983-07-24,18.99,0.0,1.85,55.92,-999.0
1983-07-25,19.67,0.03,1.84,57.58,-999.0
1983-07-26,20.2,0.43,1.82,60.84,-999.0
1983-07-27,20.62,2.57,2.06,63.08,-999.0
1983-07-28,19.35,15.55,2.04,72.66,-999.0
1983-07-29,18.84,10.97,2.38,76.38,-999.0
1983-07-30,19.48,0.02,2.45,70.03,-999.0
1983-07-31,19.1,0.06,2.52,70.95,-999.0
1983-08-01,19.21,0.4,2.38,69.5,-999.0
1983-08-02,20.15,0.0,2.14,65.06,-999.0
1983-08-03,20.27,0.0,2.22,65.77,-999.0
1983-08-04,20.91,0.08,1.93,65.21,-999.0
1983-08-05,20.84,0.02,2.01,62.94,-999.0
1983-08-06,21.14,0.0,1.8,60.55,-999.0
1983-08-07,21.68,0.08,1.72,59.84,-999.0
1983-08-08,22.29,0.02,1.72,62.15,-999.0
1983-08-09,21.67,0.01,1.67,65.85,-999.0
1983-08-10,21.15,0.21,1.51,70.4,-999.0
1983-08-11,20.89,0.4,1.81,72.11,-999.0
1983-08-12,20.12,0.3,2.65,67.71,-999.0
1983-08-13,19.87,0.05,2.53,57.87,-999.0
1983-08-14,19.36,0.0,2.03,54.4,-999.0
1983-08-15,20.16,0.0,1.99,57.51,-999.0
1983-08-16,20.68,0.03,1.9,59.68,-999.0
1983-08-17,21.63,0.02,1.94,59.68,-999.0
1983-08-18,22.09,0.03,1.97,59.93,-999.0
1983-08-19,21.7,1.81,2.11,61.23,-999.0
1983-08-20,22.46,1.13,1.69,59.09,-999.0
1983-08-21,21.47,3.52,1.75,66.62,-999.0
1983-08-22,20.97,0.18,1.93,67.4,-999.0
1983-08-23,21.94,0.15,2.37,62.42,-999.0
1983-08-24,21.21,0.18,2.89,60.36,-999.0
1983-08-25,20.91,0.12,2.72,54.7,-999.0
1983-08-26,20.41,5.34,2.22,61.4,-999.0
1983-08-27,21.11,5.39,2.29,62.04,-999.0
1983-08-28,21.42,3.05,2.26,60.57,-999.0
1983-08-29,21.35,0.12,2.26,57.82,-999.0
1983-08-30,20.63,0.0,2.56,55.36,-999.0
1983-08-31,19.88,0.0,2.64,54.72,-999.0
1983-09-01,19.76,0.0,2.42,53.95,-999.0
1983-09-02,20.96,0.0,2.25,56.94,-999.0
1983-09-03,21.62,0.49,2.31,58.13,-999.0
1983-09-04,21.11,0.2,2.34,56.69,-999.0
1983-09-05,21.08,0.09,2.51,56.37,-999.0
1983-09-06,21.57,0.01,2.53,52.89,-999.0
1983-09-07,21.74,0.0,2.52,50.9,-999.0
1983-09-08,21.84,0.0,2.59,51.35,-999.0
1983-09-09,21.55,0.13,2.33,55.8,-999.0
1983-09-10,21.22,1.67,2.19,59.46,-999.0
1983-09-11,21.99,0.23,2.69,57.79,-999.0
1983-09-12,22.12,0.41,2.32,57.72,-999.0
1983-09-13,22.43,0.27,2.45,58.32,-999.0
1983-09-14,22.72,0.38,1.96,58.69,-999.0
1983-09-15,22.96,0.37,2.17,55.11,-999.0
1983-09-16,22.54,0.0,2.15,48.0,-999.0
1983-09-17,22.43,0.0,1.86,47.48,-999.0
1983-09-18,22.14,0.05,2.53,52.37,-999.0
1983-09-19,21.97,0.07,2.37,51.8,-999.0
1983-09-20,21.27,0.02,2.46,49.39,-999.0
1983-09-21,22.16,0.0,2.03,48.68,-999.0
1983-09-22,22.04,0.15,1.92,57.25,-999.0
1983-09-23,22.15,0.06,2.01,59.86,-999.0
1983-09-24,23.21,0.02,1.8,56.55,-999.0
1983-09-25,22.87,0.07,1.67,58.95,-999.0
1983-09-26,21.16,0.2,1.85,65.24,-999.0
1983-09-27,22.58,0.05,2.18,56.25,-999.0
1983-09-28,23.42,0.04,2.25,49.46,-999.0
1983-09-29,23.26,0.0,2.34,50.2,-999.0
1983-09-30,23.66,0.01,2.03,53.49,-999.0
1983-10-01,22.23,5.62,1.59,64.07,-999.0
1983-10-02,21.61,3.9,1.72,71.22,-999.0
1983-10-03,20.41,5.72,0.94,76.92,-999.0
1983-10-04,20.5,5.99,1.66,75.14,-999.0
1983-10-05,20.14,0.07,1.53,75.2,-999.0
1983-10-06,21.58,0.0,2.2,58.31,-999.0
1983-10-07,21.54,0.02,2.0,56.34,-999.0
1983-10-08,21.24,2.03,2.04,66.44,-999.0
1983-10-09,20.63,4.75,1.86,73.47,-999.0
1983-10-10,19.9,8.37,2.01,76.79,-999.0
1983-10-11,19.48,13.3,1.84,77.67,-999.0
1983-10-12,19.29,9.63,1.49,81.83,-999.0
1983-10-13,20.17,1.08,1.3,75.41,-999.0
1983-10-14,19.35,0.9,1.43,81.27,-999.0
1983-10-15,19.76,1.0,1.36,77.74,-999.0
1983-10-16,20.32,2.69,1.63,77.2,-999.0
1983-10-17,21.32,0.33,1.83,70.89,-999.0
1983-10-18,20.68,0.26,1.89,70.72,-999.0
1983-10-19,21.32,1.09,1.76,67.83,-999.0
1983-10-20,21.39,2.51,1.56,67.61,-999.0
1983-10-21,21.36,2.69,1.44,70.04,-999.0
1983-10-22,20.25,2.1,1.32,75.49,-999.0
1983-10-23,20.53,5.47,1.51,71.76,-999.0
1983-10-24,20.29,4.43,1.84,73.89,-999.0
1983-10-25,20.78,2.03,1.71,73.72,-999.0
1983-10-26,20.6,3.54,1.72,73.65,-999.0
1983-10-27,20.31,2.74,1.94,74.37,-999.0
1983-10-28,20.1,6.79,2.09,74.52,-999.0
1983-10-29,20.61,1.04,1.98,70.1,-999.0
1983-10-30,21.05,0.68,2.08,69.77,-999.0
1983-10-31,20.87,0.09,1.48,70.97,-999.0
1983-11-01,20.76,0.61,1.93,68.83,-999.0
1983-11-02,21.03,0.7,1.83,68.94,-999.0
1983-11-03,19.5,9.53,1.73,76.12,-999.0
1983-11-04,19.41,2.35,2.12,76.48,-999.0
1983-11-05,20.34,2.5,2.1,72.12,-999.0
1983-11-06,20.26,3.36,1.69,74.27,-999.0
1983-11-07,20.39,0.12,1.85,72.64,-999.0
1983-11-08,20.6,0.66,1.78,69.94,-999.0
1983-11-09,21.34,0.27,1.67,68.17,-999.0
1983-11-10,21.03,0.38,1.53,69.79,-999.0
1983-11-11,21.07,2.64,1.52,70.51,-999.0
1983-11-12,21.45,0.25,1.44,68.59,-999.0
1983-11-13,21.57,0.5,1.63,66.33,-999.0
1983-11-14,20.41,0.91,1.35,74.17,-999.0
1983-11-15,21.57,0.18,1.69,65.66,-999.0
1983-11-16,20.28,0.35,1.31,72.39,-999.0
1983-11-17,20.64,0.75,1.27,72.58,-999.0
1983-11-18,20.92,0.31,1.21,71.97,-999.0
1983-11-19,21.23,1.2,1.7,67.69,-999.0
1983-11-20,21.2,0.82,1.38,72.01,-999.0
1983-11-21,20.56,2.96,1.27,73.83,-999.0
1983-11-22,20.18,1.06,1.48,72.28,-999.0
1983-11-23,20.4,2.19,1.54,71.5,-999.0
1983-11-24,20.68,0.3,1.21,72.19,-999.0
1983-11-25,20.15,2.32,1.91,73.91,-999.0
1983-11-26,20.55,1.35,1.62,70.49,-999.0
1983-11-27,18.49,7.81,1.48,82.25,-999.0
1983-11-28,19.27,4.27,1.7,74.83,-999.0
1983-11-29,19.31,3.87,1.53,76.26,-999.0
1983-11-30,20.42,1.17,1.75,69.0,-999.0
1983-12-01,20.44,2.88,1.81,68.15,-999.0
1983-12-02,19.95,3.53,1.66,69.58,-999.0
1983-12-03,19.67,4.28,1.86,72.16,-999.0
1983-12-04,20.46,3.1,1.75,68.39,-999.0
1983-12-05,20.16,4.52,1.73,70.73,-999.0
1983-12-06,19.59,3.38,1.39,76.54,-999.0
1983-12-07,19.89,4.01,1.61,76.73,-999.0
1983-12-08,19.38,8.2,1.4,79.43,-999.0
1983-12-09,18.73,6.5,1.1,82.4,-999.0
1983-12-10,19.69,1.41,1.3,77.39,-999.0
1983-12-11,19.89,5.15,1.49,78.39,-999.0
1983-12-12,20.21,0.95,1.28,73.41,-999.0
1983-12-13,20.76,0.72,1.45,71.65,-999.0
1983-12-14,20.54,0.82,1.63,72.12,-999.0
1983-12-15,20.25,3.42,1.61,73.17,-999.0
1983-12-16,19.08,0.81,1.2,77.02,-999.0
1983-12-17,20.01,1.1,1.22,74.87,-999.0
1983-12-18,20.87,0.5,1.19,71.32,-999.0
1983-12-19,20.1,0.58,1.29,74.28,-999.0
1983-12-20,21.06,0.39,1.3,68.89,-999.0
1983-12-21,20.47,1.8,1.04,73.72,-999.0
1983-12-22,19.91,6.2,1.06,76.45,-999.0
1983-12-23,19.86,5.5,0.98,79.69,-999.0
1983-12-24,18.14,24.79,1.02,87.93,-999.0
1983-12-25,18.4,4.8,1.14,82.66,-999.0
1983-12-26,18.38,3.91,0.73,81.82,-999.0
1983-12-27,18.77,3.75,0.75,80.37,-999.0
1983-12-28,18.84,1.42,0.73,80.92,-999.0
1983-12-29,19.62,1.32,1.12,75.0,-999.0
1983-12-30,20.76,0.42,0.99,71.06,-999.0
1983-12-31,20.72,1.3,0.91,74.25,-999.0
1984-01-01,20.14,2.77,0.89,76.79,20.65
1984-01-02,20.34,0.25,1.46,73.04,17.13
1984-01-03,19.66,1.74,1.44,76.43,14.33
1984-01-04,19.72,0.35,1.08,72.03,20.83
1984-01-05,20.9,4.59,1.32,72.29,16.84
1984-01-06,21.28,5.41,1.07,71.51,14.53
1984-01-07,21.02,3.02,1.15,70.74,17.81
1984-01-08,20.56,4.47,0.89,73.02,13.92
1984-01-09,19.12,2.26,1.33,77.66,8.25
1984-01-10,18.84,4.6,1.06,76.22,25.1
1984-01-11,19.54,1.0,0.98,74.35,19.59
1984-01-12,20.05,1.13,1.02,76.65,17.9
1984-01-13,19.35,5.14,1.0,81.05,9.0
1984-01-14,20.29,2.49,1.1,73.55,19.08
1984-01-15,20.94,3.27,1.15,70.05,18.36
1984-01-16,19.84,2.24,1.26,73.1,21.1
1984-01-17,20.61,1.57,1.09,68.43,13.31
1984-01-18,20.46,5.87,1.25,73.02,15.45
1984-01-19,21.02,1.46,0.94,66.64,19.55
1984-01-20,21.05,5.14,0.64,70.32,20.5
1984-01-21,20.46,8.84,0.59,71.84,17.57
1984-01-22,20.68,2.02,0.59,70.51,16.73
1984-01-23,19.41,3.61,0.87,76.77,19.49
1984-01-24,20.28,6.29,1.05,73.48,16.72
1984-01-25,20.87,5.01,0.97,72.07,18.76
1984-01-26,20.31,0.94,1.42,73.06,21.71
1984-01-27,20.82,2.36,1.31,70.12,23.3
1984-01-28,21.33,1.21,1.25,69.94,19.87
1984-01-29,20.76,0.71,0.75,71.06,19.43
1984-01-30,19.59,6.4,0.81,75.66,10.46
1984-01-31,19.09,0.8,0.84,78.76,16.44
1984-02-01,19.81,2.36,0.89,76.63,18.92
1984-02-02,20.7,5.44,0.88,73.5,9.28
1984-02-03,20.75,0.66,1.11,72.15,19.71
1984-02-04,20.75,2.12,1.16,67.79,9.22
1984-02-05,21.27,0.36,1.22,65.93,16.77
1984-02-06,21.06,0.75,0.93,69.43,19.23
1984-02-07,22.01,3.28,0.96,66.77,24.91
1984-02-08,21.57,2.24,1.11,69.39,25.46
1984-02-09,20.59,5.46,1.07,74.15,22.41
1984-02-10,20.4,4.28,1.21,73.51,19.38
1984-02-11,22.2,0.24,1.07,62.12,19.05
1984-02-12,22.45,0.29,1.2,64.12,19.06
1984-02-13,21.51,1.46,1.19,67.81,21.54
1984-02-14,21.22,1.67,1.3,69.14,25.38
1984-02-15,21.84,0.96,1.34,65.3,15.04
1984-02-16,22.91,1.35,1.17,63.22,19.88
1984-02-17,22.89,2.3,0.99,64.51,17.12
1984-02-18,21.92,1.47,1.4,68.5,23.05
1984-02-19,21.61,0.57,1.39,70.24,21.46
1984-02-20,22.17,0.35,1.59,64.98,23.14
1984-02-21,22.6,0.53,1.54,61.89,25.69
1984-02-22,22.71,0.78,1.63,61.75,20.59
1984-02-23,22.58,1.66,1.41,61.87,25.52
1984-02-24,22.52,1.94,1.35,65.11,20.96
1984-02-25,22.66,1.3,1.27,64.71,9.16
1984-02-26,21.51,0.9,1.39,66.27,22.54
1984-02-27,21.31,2.96,1.33,70.76,12.25
1984-02-28,21.74,1.77,1.04,69.1,12.83
1984-02-29,21.04,2.71,1.13,74.0,17.05
1984-03-01,19.41,3.56,1.52,78.51,22.87
1984-03-02,19.98,2.65,1.32,74.76,12.99
1984-03-03,19.23,2.42,0.83,80.38,18.53
1984-03-04,19.69,1.67,1.21,74.44,19.26
1984-03-05,21.43,1.61,1.35,65.69,20.37
1984-03-06,20.59,0.9,1.35,72.48,13.14
1984-03-07,21.14,1.53,1.32,67.56,18.57
1984-03-08,21.33,1.47,1.53,68.86,17.75
1984-03-09,21.93,0.0,2.08,64.46,22.47
1984-03-10,22.08,0.14,1.69,62.9,24.86
1984-03-11,21.64,1.47,1.34,67.36,19.95
1984-03-12,20.44,7.18,1.03,73.88,11.07
1984-03-13,19.86,2.91,1.65,72.26,17.31
1984-03-14,20.61,2.57,1.09,68.56,25.35
1984-03-15,19.48,4.11,1.41,77.63,17.65
1984-03-16,20.21,6.25,1.64,77.71,24.84
1984-03-17,20.73,2.4,2.52,73.63,16.0
1984-03-18,21.0,1.93,2.55,70.16,20.8
1984-03-19,21.31,0.74,2.42,65.22,22.67
1984-03-20,21.53,0.0,2.58,60.96,26.49
1984-03-21,21.75,0.0,2.41,59.79,27.61
1984-03-22,21.83,0.04,2.43,59.27,26.25
1984-03-23,22.48,0.03,2.32,60.06,24.06
1984-03-24,22.7,0.11,2.6,60.91,22.52
1984-03-25,22.28,0.16,2.08,61.58,21.36
1984-03-26,23.33,0.3,1.58,59.16,18.95
1984-03-27,20.06,3.58,1.36,77.57,20.32
1984-03-28,20.97,1.01,1.36,72.32,14.79
1984-03-29,21.5,4.92,1.39,71.29,15.57
1984-03-30,20.68,6.65,1.28,75.16,13.57
1984-03-31,21.1,4.48,1.44,73.25,18.58
1984-04-01,21.49,2.18,1.66,69.69,15.41
1984-04-02,21.84,1.72,1.88,68.34,17.76
1984-04-03,21.59,3.38,2.18,73.38,17.24
1984-04-04,20.93,5.71,1.55,78.99,10.33
1984-04-05,21.03,4.79,1.97,77.89,12.75
1984-04-06,20.5,4.39,2.32,75.18,20.51
1984-04-07,21.28,1.77,1.89,70.02,13.57
1984-04-08,20.6,3.92,1.48,78.18,18.67
1984-04-09,20.48,1.2,1.08,78.71,17.36
1984-04-10,19.42,6.24,1.43,82.64,22.12
1984-04-11,20.61,2.95,1.42,72.39,17.63
1984-04-12,19.45,3.96,1.72,84.34,15.08
1984-04-13,20.1,7.39,1.5,76.99,16.68
1984-04-14,20.59,10.24,1.1,75.27,23.04
1984-04-15,20.61,6.39,1.2,79.45,23.0
1984-04-16,19.13,10.6,1.73,86.89,16.13
1984-04-17,19.97,4.0,1.39,82.95,19.98
1984-04-18,19.94,2.16,2.01,81.52,19.28
1984-04-19,19.95,0.58,2.42,77.11,24.31
1984-04-20,19.76,0.2,2.66,75.85,22.78
1984-04-21,20.23,0.42,2.49,72.81,17.43
1984-04-22,21.26,0.53,2.81,69.42,15.78
1984-04-23,21.5,0.4,2.49,66.87,17.59
1984-04-24,20.31,3.0,1.92,78.69,16.69
1984-04-25,20.09,5.35,1.75,81.16,12.24
1984-04-26,18.64,37.62,1.85,88.55,13.23
1984-04-27,19.24,30.35,1.81,85.79,17.6
1984-04-28,18.92,35.86,2.05,88.1,15.6
1984-04-29,18.85,4.06,2.4,84.86,15.51
1984-04-30,19.01,1.43,2.25,82.05,17.64
1984-05-01,19.05,0.56,1.95,77.71,16.19
1984-05-02,18.83,1.05,1.8,76.35,19.66
1984-05-03,18.55,3.85,1.81,77.09,20.92
1984-05-04,19.28,2.44,1.85,79.48,21.45
1984-05-05,19.63,1.22,2.08,79.78,19.43
1984-05-06,19.94,0.24,2.05,77.35,19.79
1984-05-07,19.42,0.33,2.01,77.47,21.24
1984-05-08,19.61,6.47,1.7,79.12,20.9
1984-05-09,18.5,9.29,1.81,85.68,15.7
1984-05-10,18.76,3.68,1.76,83.01,16.81
1984-05-11,19.54,2.16,1.82,76.98,17.1
1984-05-12,19.66,2.35,1.73,77.36,12.94
1984-05-13,19.15,3.75,1.58,79.99,18.88
1984-05-14,18.84,3.12,1.55,83.48,18.73
1984-05-15,18.87,0.78,1.71,84.29,19.01
1984-05-16,19.68,0.11,1.76,78.88,14.75
1984-05-17,18.5,0.41,2.01,74.45,22.04
